model,type,review
S15,内置程序,刚刚发生看视频时亮度渐弱，然后瞬间闪退，在关了屏幕自动调节的情况下出现的？
S15,内置程序,相机拍照的时候明明很好看 为什么一点进相册查看照片是那个照片总是自动优化变成黄色 人物也是拍物品也这样 能不能关一关啊  真的不好看那样这种照片发黄 下面是两张面包的照片一张是没拍的 一张是在相册优化完了的 能不能关掉这个自动优化 希望下次升级的时候可以改进一下 谢谢
S15,性能赛道,打微信电话和QQ电话的时候温度升高异常，导致手机卡顿明显
S15,内置程序,设置里面的免打扰，下次更新能不能改一下，直接不要消息弹屏了，只是不响铃太弹屏的话，跟关静音没哈区别啊。建议勿扰模式，消息也不要弹屏
S15,性能赛道,才买二天出现卡顿现象，店家不退不换，怎么解决
S15,内置程序,锤子分屏技术确实好，但是缺点也很明显，就是上面还是有一块地方给浪费了
S15,性能赛道,5g网络卡顿
S15,内置程序,原子隐私系统里图片不支持编辑和移动，不支持创建不同的文件夹分类，相当不方便
S15,内置程序,没完没了的恶意广告很烦
S15,内置程序,抖音系统小窗放大后只显示一半，但可以滑动有声音
S15,内置程序,无法发出和接收短信，验证码也接收不到。
S15,内置程序,邮件发送失败
S15,性能赛道,使用微信扫码支付款经常卡顿
S15,续航赛道,也夜间耗电太多 30%
S15,内置程序,安装后，桌面上没有啊啊啊。 。
S15,发热赛道,耗电快 发热耗电快发热
S15,续航赛道,升级originos3后续航变好差了
S15,内置程序,账号没了
S15,发热赛道,新机S15耗电很快，充电时发热，是否为正常
S15,内置程序,微信视频，通话对方听不到我的声音，我这边还有杂音
S15,内置程序,希望vivoS15上架vivotype或iQOOtype字体，非常需要
S15,内置程序,我操你妈的。;里面的工作人员叫我备份。;我操你妈的，我什么东西都没有了，你叫我怎么恢复怎么消去？;我的电话号码这些都没有了。;我保存的这些文件软件很多东西都没有了，怎么弄？;还有我桌面的布局，这些都没有了。;还有我这些游戏账号也没有啦！;你们今天不给我弄回来跟你说，你就完蛋了。;他妈的，太害人了。;对啊，他就叫我弄这个。;然后早上我备份了这些软件什么都没有了。;就算给各大软件有什么用？;我和那些网址游戏账号很重要的游戏账号。;电话号码一个都没有了。;我操你妈的，你们的客服就是这样子，整我的吗？;妈的，我很多重要的文件都没有了。;你自己看，我上面说的话。;我显示的是不是备份成功了的？;但是他们说只只能备份那些大文件了。;他没有告诉我，有很多文件是恢复不了的。;我现在很多文件都没有了，电话号码也没有了。;你别跟我来一句恢复不了。;我跟你说，你们今天不给我弄回来，给你说，老子天天骂你们。;我操你妈。;那我现在怎么弄？;指纹指纹用不了。;电话号码电话号码，没有文件也掉了。;我操你祖宗18代你呢？你能消下去吗？;我操你妈，叫你别东扯西扯的给我恢复数据。;你妈的，我就一个指纹不行，他就叫我重新备份恢复出厂设置，操你妈的。;搞得老子所有的文件都没有了，我怎么弄？;狗东西，老子还不是信了，你们客服的话。;老子微信里面所有的聊天记录都没有了，我操你妈的。;人呢滚出来，我日你全家。;你妈的，他要告诉我，只能辈分大数据，老子从就不会弄了。;老子现在活签到怎么弄？;我操你妈的，你还有理了，还叫我弄这个是吧？;那这个责任算谁的呢？;你妈的，就这样子就行了吗？;操你祖宗18代，你们这些垃圾。;你们全家都不得好死，滚你妈的。;老子等着用，我操你妈的。;什么狗屁客服人员。;我日你全家狗东西。;叫你给老子恢复数据。;反馈你妈的处理不了就不行。;你妈的什么鸟东西真的是。;MEID: A0000102508A95<br>IMEI1: ***<br>IMEI2: ***<br>SN : 10CCAP0C8K002BM;老子现在一个电话都没有了，我操你妈的。;131***4505;怎么会有你们这种东西啊？;什么地址;重庆市合川区太和镇;多久时间能给我处理。;我操你妈的，48个小时，我不用工作吗？;当不了都是你负责吗？;操你们祖宗18代，我日你妈的。;滚你妈的，老子等你消息给你说。;今天上午不给我搞点给的说老舅打电话投诉你们，我操你妈的，叫我这样子搞。;干你妈的什么玩意儿？;你们这些人迟早死全家。;我日你妈的，老子一个电话都没有。;滚你妈的怎么消气？;一群畜牲。;老子还没骂够，老子还要继续嘛。;老子不光哭，现在困了，老子现在很冒火。;操你妈的，老是什么东西都没有了，你不冒火吗？;他妈的，就像是你被强奸那样，你不叫一样。;你跟你男朋友做爱的时候，你不叫吗？;哦忘记了向你们这些畜牲根本没有男朋友，只能用手抠。
S15,内置程序,做完任务 点击观看视频领取双倍金币之后就闪退了  金币就没了  一个都没给。 做了好几个任务都这样
S15,性能赛道,手机信号不好，开数据一直加载，显示不了页面
S15,续航赛道,授权码失效了，没有电脑登录QQ邮箱，怎么才能手机登录QQ邮箱  
S15,性能赛道,玩个游戏屏幕他妈就突然失灵乱跳
S15,性能赛道,为什么老是卡住 闪退
S15,内置程序,出现开起原子系统，我忘记密码了
S15,内置程序,用户昵称：唯我回复时限：48小时内（2022-12-129:22:26前）地址：重庆市合川区太和镇反馈内容：用户于2022-12-1009:00:33来访客服7847和7522咨询让客服查看之前的聊天记录，查看记录，之前来访咨询指纹一直都录不上去，客服为其进行排查，最后引导其还原所有设置，其还原后所有数据都没有了，一直要求需要恢复，告知还原设置不会删除数据会取消密码，还原所有的设置，包括：设置的壁纸、解锁样式、WiFi、默认开启程序等，之前客服有告知其进行备份，用户不接受，客服多次告知没有备份的数据无法进行恢复的，其不接受，一直辱骂，情绪比较动，多次安抚致歉，告知为其进行反馈，麻烦跟进处理，谢谢！反馈人：冉玉玮反馈渠道：官网app
S15,性能赛道,应该是天机9000
S15,内置程序,为什么打不开原子笔记文档
S15,内置程序,求字体
S15,内置程序,数据流量使用超过100G，数据打开也无法上网
S15,内置程序,使用软件时，切过屏之后，侧边划退出不了
S15,性能赛道,进入游戏就一直黑屏状态！
S15,内置程序,勿扰模式未起到应有的作用，打开后和没打开一样，所有的消息还是一样的在屏幕上方出现！很烦很讨厌
S15,内置程序,设置自定义铃声总是闪退，进不去界面，怎么回事
S15,内置程序,S15一个月前，能收到，萤石云视频app推送消息，最近几天收不到推送消息，重新下载设置好，当时能收到推送消息，过会就收不到消息了
S15,内置程序,打开软件之后 看一会就闪退 清除后台也没用
S15,内置程序,内存清理为什么越清越小
S15,发热赛道,最近总是出现退出软件到桌面卡顿，续航下降充电温度升高现象希望快点解决
S15,内置程序,不能完全静音
S15,内置程序,游戏麦开启时，观看视频他人可清晰听见视频声音
S15,内置程序,节假日怎么不显示  怎么设置
S15,续航赛道,新买手机，电池不耐用，用不到一天，还不如之前的手机，远程检测无异常，服务码：670807 不认可，询问能不能退 解释三包 建议售后检测，接受 地址：东莞市长安镇乌沙社区兴四路西76号一楼A01-A02号铺vivo体验店内（新时代服装广场旁） 联系方式：0769-22022106营业时间：09:00-12:00 13:00-18:00星期三休息 ***
S15,内置程序,数据流量;imei码：*** 1、问题现象及复现步骤：游戏卡顿，卡一下好一下，抖音刷视频也卡顿，使用WiFi正常就数据网络卡顿 2、问题出现地点（*市*区*路几号楼或者*大夏）：重庆万州枇杷坪金悦湾 3、SIM卡组合：电信 4、数据卡是哪张卡：电信 5、出问题时驻留的网络（5G/HD、4G/HD、4G、4G+、3G、2G）：5G/HD 6、系统版本号：.W10.V000L1 7、问题出现次数：必现/一天多次/很难复现（低概率难复现无需建单）：一天多次 8、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）9、log提取码10、服务码（没有就不填写）11、抓Log时问题出现时间点(精确到分)12、是否有承诺回复（承诺回复需备注回复时间）：
S15,内置程序,微信没有新消息通知，但是一直显示4个数字的通知
S15,内置程序,看消息的时候，如何通过两个手指的滑动将将文字自如的放大和缩小
S15,性能赛道,有些应用就是想挂后台处理，结果因为originos3的不公平调度导致后台应用运行拉胯，改平衡一点！望改进！
S15,内置程序,投屏没啥用，直接更新地图到最新版多好
S15,内置程序,在所有功能都开通，锁屏的时候，为什么别人给我打微信视频电话时我收不到
S15,内置程序,如果在阳光下，故意关闭手机自动调节亮度，而且把亮度调到最低会怎样？
S15,续航赛道,续航怎么了？
S15,内置程序,登录不上，修改密码后仍显示账号或密码不正确。
S15,性能赛道,imei码：*** 1、问题现象及复现步骤：看视频之前1个小时8%，1个小时耗电15% 2、耗电快的网络环境（WiFi/数据网络是4G/5G？) ：WiFi/数据网络 3、耗电快是指多少小时掉百分之多少的电4、在使用或操作什么功能感觉耗电快：看视频 5、系统版本号：.W10.V000L1 6、耗电排行截图是否提供（已和Log一起上传、单独提供则添加到附件）7、问题截图与Log是否对应8、服务码（没有就不填写）9、抓Log时问题出现时间点10、是否有承诺回复（承诺回复需备注回复时间）：
S15,性能赛道,不要一会弹出一个广告行不行？很烦
S15,内置程序,可以备份到电脑，然后恢复出厂设置应该
S15,内置程序,阅图锁屏太多vivo广告，关都关不掉还是官网发出来的
S15,内置程序,为啥我这边没有弹悬浮框的啊？ 配置：S15   在原子隐私里 
S15,内置程序,没有法定假日，看不到假日，不好安排的。
S15,内置程序,主题里面可不可以上线一些3D动态重力壁纸
S15,内置程序,图标怎么弄到手机桌面上？
S15,续航赛道,晚上不玩耗电量多怎么回事
S15,内置程序,多更新一下蓝胖子的主题啊
S15,内置程序,vivo S15更新最新系统，抖音触控不灵，无法发送信息。
S15,内置程序,为什么信息会自动重复发送
S15,内置程序,手电筒快捷键长按不好使
S15,性能赛道,1.每次点开QQ的时候都卡顿，就卡图标界面，并且卡很久 3.别人打QQ电话给我，我的手机会自动帮我把QQ电话挂断，是秒挂
S15,性能赛道,因为直屏和颜值买的。一般人不追求极限性能，够用就行了。
S15,内置程序,第三方软件;imei码：*** 1、问题现象及复现步骤：S15 抖音退出以后接收不到消息，其他S15都可以通知 2、问题出现次数：必现 3、第三方应用名称：抖音 4、第三方应用版本号：23.50 5、应用下载途径：应用商店/其它途径（提供下载链接或APK安装包）：应用商店 6、第三方应用是否属于抖音/快手（“是”则需填写id）：是 1.抖音id（抖音-我-右上角更多-设置-上滑至底部-连续点击五次抖音版本号-双击复制内容） 2.快手id（快手-左上角更多-点击头像-编辑资料或完善资料）-用户ID/快手号）7、第三方应用是否属于游戏类：(“是”则需填写以下三个小项) 1.游戏账号（无需密码） 2.游戏区服（不分区服可不提供）:xx区 3.出现异常时使用的网络：WiFi/数据网络（注明是哪家运营商）8、系统版本号：.W10.V000L1 9、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）10、Log提取码11、服务码(没有就不填写) 12、抓Log时问题出现时间点(精确到分)13、是否有承诺回复（承诺回复需备注回复时间）：3-5个工作日工作日左右联系
S15,发热赛道,更新系统后耗电太快了 每天晚上充满隔天起床成89[face:002:0] 系统更新后手机充电也会发热了
S15,内置程序,短信功能用不了了，发不出去，电话也打不出去，不存在欠费
S15,性能赛道,长按时间太长，甚至没有反应
S15,内置程序,微信电话小窗每次显示的都是上一位来电人名字，每次看了都会认错，能不能修复一下
S15,性能赛道,上网课很卡，每次卡五六回，数据用了许多了
S15,内置程序,请求支持增添录音云备份功能
S15,内置程序,交通卡只能迁移在一个设备里面吗？可不可以在vivo手机钱包和vivo手表中同时使用？
S15,内置程序,系统升级;系统更新后，录制屏幕的暂停键和时间是重合的，出现不灵的情况，截图后不出现分享这个选项了，有阴影，重启还原 *** .W10.V000L1
S15,内置程序,支付宝输入密码时 按键如何没声音
S15,内置程序,能不能识别的准一点啊，弄了一个多小时了，一分都没识别进去
S15,性能赛道,打游戏不跟手，就比如打王者有时候用力按才会有反应，有时候用力按的没有反应，玩和平精英多根手指在屏幕上就会断触，希望可以出系统优化一下，给我们vivo用户还有点的体验  
S15,内置程序,能将课程表和日程小组件结合一下不😜？或者将课程表小组件改进一下，希望能自定义一节课时间，现在最长上课时间只有 60分钟，还有下课时间也不合理，和有些学校的时间不对应😰，最好能自定义每节课的上课时间，因为有的学校分教室错峰上下课😥。我希望最好可以出一个可以同时显示每天课程和日程安排的小组件☺️
S15,性能赛道,打开sim卡应用时，卡顿，没画面，过渡动画消失
S15,性能赛道,唔哦哦哦哦哦哦哦哦哦哦哦哦，要出新关卡了！
S15,内置程序,图片保存太慢，快一分钟
S15,续航赛道,没有   我升级的版本前两天电池不耐用  现在还可以  跟2.0的时候差不多
S15,内置程序,没有下载设置，无法更改下载路径
S15,性能赛道,非常推荐不用实名登录也可以玩而且玩的时间也很长
S15,续航赛道,晚上睡觉后手机耗电太快了，一晚上耗费十几格电
S15,内置程序,怎样把QQ、微信文件保存到本地
S15,内置程序,连过无线网之后再用流量无法使用，重新开机才可以正常使用流量，开启飞行模式无法解决，只能重启才可以用流量
S15,内置程序,应用小窗有bug
S15,内置程序,imei码：*** 1、问题现象及复现步骤：有时候所有功能都无法录音，通话对方听不到自己声音，提示手机录音被禁止或被其他软件占用，重启后恢复，不定时经常出现，一键加速清理后台、还原无效。 3、系统版本号： 4、问题录屏/截图/文件是否提供5、Log提取码6、服务码：/ 7、抓Log时问题出现时间点8、是否有承诺回复：3-5个工作日
S15,性能赛道,他说没卡
S15,内置程序,没有国家法定节假日显示
S15,性能赛道,imei码：*** 1、问题现象及复现步骤：刷抖音很卡顿 2、问题出现次数：必现 3、第三方应用名称：抖音 4、第三方应用版本号：2350 5、应用下载途径：应用商店 6、第三方应用是否属于抖音/快手（“是”则需填写id） 1.抖音id（抖音-我-右上角更多-设置-上滑至底部-连续点击五次抖音版本号-双击复制内容） 2.快手id（快手-左上角更多-点击头像-编辑资料或完善资料）-用户ID/快手号）7、第三方应用是否属于游戏类：(“是”则需填写以下三个小项) 1.游戏账号（无需密码） 2.游戏区服（不分区服可不提供）:xx区 3.出现异常时使用的网络：WiFi/数据网络（注明是哪家运营商）8、系统版本号：.W10.V000L1 9、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）10、Log提取码11、服务码(没有就不填写) 12、抓Log时问题出现时间点(精确到分)13、是否有承诺回复（承诺回复需备注回复时间）：
S15,内置程序,希望锁屏时间能移到左上角
S15,内置程序,目前模式不直观，没有文字表达天气情况，图标看不懂，希望加上文字表述
S15,续航赛道,你晚上一晚上耗电多少[face:006:0]我16
S15,内置程序,你们的手机有没有出现全面屏手势向上滑动返回桌面的时候，无法返回的情况？ 我的有，尤其是哔站，抖音，华为商城，哔站这几个APP，出现好几次了 手机型号：S15（8+256）
S15,性能赛道,要求和平精英试配90帧，没有90帧一点也不流畅
S15,内置程序,希望s15游戏侧边栏添加实时帧率显示
S15,内置程序,不小心删除短信了，怎么回复
S15,内置程序,给我解锁
S15,内置程序,泄露个人信息，侵犯个人隐私，差评软件赶紧下架吧
S15,续航赛道,耗电快废电刚实三个月
S15,性能赛道,有时候很卡，网不好希望能改正
S15,内置程序,升级3.0版本后，投屏到车机上，车机上应用用不了还出现蓝牙断开，蓝牙钥匙无法连接
S15,内置程序,小书亭免费换源APP总是提示更新，最新版本1.0.3，而应用市场还是1.0.0版本。  外面的不敢乱更新，ViVO官方应用市场几时可以更新最新版本？
S15,续航赛道,用户名：吹口琴的火龙果回复时限：48小时2022-12-1411:15:49前用户地址：山东省泰安市服务中心地址：泰安市泰山区青年路39号新华书店南邻（vivo体验店二楼）反馈内容：用户来访表示手机电量充足自动关机，频率高，在服务中心检测无异常，为其排查无效，告知帮其反馈，其同意，表示一直关机很影响工作，手机一直这样着急的时候很崩溃，请协助处理反馈渠道：官网app反馈人：李秋月
S15,性能赛道,选择劝降之后没反应，再选其他的就没法操作了，只能第一次操作就选择祭旗
S15,性能赛道,游戏登陆不了点击登录，它就一直卡在登录界面
S15,内置程序,录屏没有声音，仅使用系统录制播放音的时候，手机录屏会没有声音，在系统录制播放音和麦克风的声音时两个声音都能录上，单一个系统录制播放音没有声音
S15,内置程序,壁纸总是不自动更新的
S15,内置程序,vivos15NFC功能不能识别学生证，别人手机可以识别学生证出现学校信息在浏览器里面，为什么vivos15不行搞不懂
S15,内置程序,收不到任何短信，包括验证码，电话也接不到
S15,性能赛道,s15升级最新系统后，操作卡顿，蓝牙时断是开，感觉没有以前好友，奉劝大家不要着急升级
S15,发热赛道,你这个才43，我的冬天在室外温度－2度清空所有后台放那30分钟打开检测cpu温度50度
S15,内置程序,不是有一键锁屏图标吗
S15,性能赛道,王者游戏卡顿基本不动
S15,内置程序,我把原子笔记备份到云端了，然后把原子笔记卸载了，后来我又下载回来了，但是我里面的笔记都不见了，我想把他们找回来，怎么找。
S15,性能赛道,前两天我反映的浏览器12.9.2.1版本 首页 频道推荐没有 24小时 这个频道的问题，很快相关工作人员解决了这个问题，于是我删除了那个反映贴，谁知没过几天，现在又没有这个频道了，希望能一直有这个频道显示，而不是时有时无。
S15,内置程序,多次唤醒，但是根本就没有反应
S15,发热赛道,我s15降级降到12.0.10.9，续航起飞不发热哈哈哈
S15,内置程序,我用左手拿手机的时很容易按到关机键上，影响使用，手机的关机键和音量键设置的再往上一点就好了，上面还有空放置这俩按键的
S15,内置程序,为什么找不到软件管理和权限管理
S15,性能赛道,反馈于今年9月份刚购买的S15手机，原本给自己家孩子上网课的，但使用发现手机连接WiFi网络特别卡顿，刷抖音、看老师发送的视频都很难加载出来，其他手机都正常能使用，之前也将机器带至（具体去售后的时间忘记了）售后（鄂尔多斯市东胜区达拉特北路客户服务中心，预留号：159***4490）检测过，告知并无机器问题，帮自己尝试了重置网络设置，建议自己观察使用，但自己现在使用发现手机问题还在一直都有，表示之前自己购买过一台小米手机就有这样的问题，之前也是到售后检测处理，最后还吧机器给自己退了，现来电希望公司能协助将问题处理解决好。
S15,内置程序,照片自动优化能不能关
S15,续航赛道,夜间无后台耗电快  非常快
S15,性能赛道,不怎么好！我买了一个月多了抖音卡！边框亿花！后悔死了
S15,内置程序,我一直用导航键
S15,内置程序,为什么信息桌面图标不见了   
S15,内置程序,登不上去，连接超时，收不到验证码
S15,内置程序,vivos15，语音助手定闹钟时到时间后无响应
S15,内置程序,看电视的为什么要封
S15,性能赛道,老转圈圈害我迟到了！！！！！
S15,性能赛道,都不让看，就让走路挣钱，有毛病吧，一会一个广告
S15,内置程序,我已经开启了短信验证码功能但是呢仍然在候选距离不显示短信验证码我是originOS3的公测系统，希望抓紧时间改进
S15,内置程序,这个应用根本就打不开呀
S15,内置程序,翻译服务器异常
S15,内置程序,横屏小窗异常消失软件名字（知到）
S15,性能赛道,为什么没有适配90帧
S15,内置程序,imei码：*** 1、问题现象及复现步骤2、路由器型号3、出现异常时的WiFi运营商：联通 4、WiFi的场景/网络名称/2.4G/5G：家里、广电5G WiFi 5、连接其它WiFi情况：不正常 6、用流量进行相同操作：不正常 7、同时间同场景其他手机是否正常，写出具体名称型：华为nova7 8、系统版本号： 9、问题录屏/截图/文件是否提供10、Log提取码11、服务码12、抓Log时问题出现时间点 13、是否有承诺回复：3-5个工作日
S15,内置程序,希望左侧下拉通知后，可以直接右侧下拉；且右侧下拉后，可以直接左侧下拉。不要等滑上去再下拉，详情请参考鸿蒙系统
S15,性能赛道,机器因直播屏幕变暗，但是后台亮度是最亮的而且直播很卡于10号上午送修江苏省连云港市东海县远洲广场对面售后，售后检测换机，说3天联系其，但是今天已经第四天了还是没有联系自己，来电要求公司协助处理。
S15,内置程序,新系统微信消息延迟了
S15,内置程序,机器邮政储蓄银行APP转账之后，收不到转账短信，验证码短信接受延迟现象，安装知识库“手机接收信息有延迟”，10/11月亲自将机器送到售后宿迁市泗洪县建设南路客户服务中心检测（经确认，是公司售后服务中心），被告知手机没有问题，其表示这个是偶尔发生，来电对售后处理方案不满，来电要求公司协助。已完结：TS2022111400608
S15,内置程序,s15开发者选项没有低亮度防频闪
S15,性能赛道,之前有反映过软件看课一直很卡，到底是什么问题，请尽快解决，尽快答复我谢谢
S15,内置程序,骚扰电话拦截，有时会不会失效？自己标记的骚扰电话突然不能拦截了
S15,内置程序,提议表情号更新增加一些新图标
S15,内置程序,搜完题一打开图像就会闪退   
S15,续航赛道,晚上耗电非常快[face:002:0][face:002:0]
S15,内置程序,不成中国文字
S15,内置程序,语音助手按键唤醒已经关了，还是会被蓝牙耳机唤醒。大概一个月前关了就没事了，现在重复开关都没有效果。从来不用语音助手，真的很烦。这种东西为什么不能卸载！
S15,内置程序,这个app没有违法行为。
S15,内置程序,微信来电不显示
S15,性能赛道,为什么晚上没有用手机，没有打开应用，耗电还是那么快，晚上睡觉前87%，睡醒了就39%了
S15,内置程序,桌面暗色模式有bug，快点整改
S15,性能赛道,卡顿，无法使用道具
S15,内置程序,信息发不出去，不知道怎么弄的
S15,内置程序,翻译不显示 没有页面 尝试好几次无果  
S15,内置程序,无法将网页添加到桌面快捷方式
S15,性能赛道,卡顿
S15,内置程序,点开短信后，总是会跳转到很久很久以前的短信界面，而且是固定的，需要再退出去一下重新进
S15,内置程序,不做实事能不能做点有用的
S15,内置程序,垃圾广告太多，不及时提醒消息
S15,性能赛道,vivo你的不定时更新时间挺久啊，都快一个月了，咋就几款机型有补丁啊，我真是服了
S15,内置程序,应用打不开了，一点开就闪退
S15,性能赛道,s15    OS3.0王者120帧严重掉帧，希望优化一下
S15,内置程序,只能设置倒数日，不能设置正数日，想计算两个人在一起几天都不行。也不能放在桌面上
S15,性能赛道,很好看，性能怎么样？
S15,内置程序,底部导航栏变成灰色的，看着好难受
S15,内置程序,量子套件已经断开了  但是通知栏还是有  而且无法清除
S15,性能赛道,又更新了呀，高通版还没更新过
S15,内置程序,怎么找不到邓卅市天气预报
S15,性能赛道,卡顿的时候越来越多，有时候通话突然没有声音，或者听不清楚
S15,性能赛道,S15公测版，今天中午打开抖音后黑屏死机，长按电源后重启手机就成这样了，打开其他软件提示重新确认隐私条款，不知道发生了什么...
S15,内置程序,里面语音聊天怎么删不掉了
S15,内置程序,我把我笔记数字记的时候字体颜色加大换成红色 为什么我点完成后 有几个数字自动变成蓝色
S15,内置程序,能不能在输入密码解锁屏幕的时候去掉密码旁边“确定”，达到输入密码对了就可以直接解锁，不用点击“确定两个字”
S15,内置程序,用户来电表示在云南省普洱市思茅区振兴大道售后换机后用着各种不顺手，手机放歌声音小，指纹解锁难解，信号不好，电池不耐用，怀疑更换的不是新机，现在的诉求是退机，来电要求公司协助处理。预留号码：159***1936
S15,内置程序,截图功能 底层逻辑有问题，能一步搞定的事，非要多出来几步。 1.音量+关机 截图 点击图边，选择区域截图，获得区域截图一枚，免费保存一张全屏截图。 2.音量+关机 截图，选择区域截图，然后放弃保存，免费保存一张全屏截图。3音量+关机 选择截图。点击长截图，放弃保存，此时 长截图没有保存，还是免费送你一张全屏截图。 你们自己说，你们的逻辑是不是有毛病？
S15,内置程序, 诈骗  
S15,内置程序,大图标，中图标为什么不能显示图标文字，早知道这样都不会买了
S15,性能赛道,一直卡在活动排期页面，进不去出不来
S15,内置程序,怎样锁屏，设置图案什么的
S15,内置程序,啥破逼玩应，开发团副是没脑子嘛，那语音手指动动就不能准确的发出语音，不是窗口放大放小，要么就是取消识别文字，就不能停留准确位子嘛，动一点就不行，输入法也不准确，微信游戏磨合微信画中画也不能锁定大小，啥破逼玩应研发团队吃屎的嘛。
S15,续航赛道,耗电过快，不玩手机也耗电过快
S15,内置程序,小窗有黑屏
S15,内置程序,默认的字体大小能不能修改，每次都要手动调小很烦人
S15,性能赛道,这个游戏非常的好玩，画风很好然后呢，非常的立体可以看到全景下面还可以听音乐里面的人物真的非常的美，非常的好看而且剧情方面都有配音，真的是好听这里的画风非常的唯美而且它的播放也是非常的好里面可以入魔，也可以化仙，超级好玩而且超级好升级里面的随从，超级好得到，只要你提升战斗力，战斗力超级简单而且你一天下来就可以升到1百多级打怪啥方面的特别快，暴击率很高而且下载速度非常的快，比别的那种大游戏下载的还快，而且更新也很快，超级快的那种这个游戏下载下来不占空间而且里面的画面简直美得不能再美了全方面立体的可以看角色，也可以看全景超级好玩，推荐下载真的超级超级好玩没有下载的，赶紧下载吧，我就玩了这几分钟，我都觉得好玩不要再犹豫，赶紧下载，赶紧下载走过路过千万不要错过这款游戏真的非常非常好玩，真的非常非常棒下载下来。而且还不占空间而且里面的画面简直堪比那些大游戏好多了，比那些大游戏的画面还要好看，还要唯美角度还要好
S15,续航赛道,夜间耗电，耗电耗的特别快，待机时间不长
S15,内置程序,深圳通NFC充值后如何开票
S15,续航赛道,不持续用电，待电时间短，与门店宣传不附，昨天晚上才买的，厉悔死了
S15,内置程序,能不能提高一下那个主题跟视频铃声的质量啊，要么就动漫，幼稚的要死，花里胡哨的还不看。要么就一些花草的老大妈都不用，逛一天都没逛到喜欢的，质量差的要死，还收费这么贵。良心不会痛吗？
S15,内置程序,为什么风格妆没有了，更新以后就没有了咋回事
S15,内置程序,清理手机时为什么把我换机以来保存的图片删了？图片是保存图片最新一张的时间
S15,内置程序,输入法的震动自己莫名其妙就消失了，还得设置。
S15,内置程序,之前负一屏是有显示的，现在没有了，不知道为什么，之前用s15也是这样
S15,内置程序,刚买vivoS15这款手机时打视频的时候都很清楚还没有美颜效果，现在已经把手机设置美颜功能关掉了还是有美颜的效果，有磨皮就算了而且模糊
S15,内置程序,现在时不时点击抖音或者QQ或者微信，甚至别的软件会时不时闪退死机。原神也是，开了游戏模式也是这样。连着闪屏好几次退出，然后要关机重启。越来越频繁了。
S15,性能赛道,吃鸡为什么没有适配90帧
S15,内置程序,你们的S15有没有遇到说打电话，微信，QQ等通话的时候对方听不到，录音也是噪音很大
S15,内置程序,希望可以吧vivoS15的自动优化设置一个开关，有的时候有话效果不太好，但是关不掉
S15,内置程序,换了主题后发现锁屏壁纸换不了。
S15,性能赛道,电池容量掉的快怎么回事
S15,内置程序,首次调出侧边栏没有“听歌识曲”“屏幕朗读”需要重新操作
S15,性能赛道,ViVOS15手机自买回来用就一直卡顿不知道什么原因，就是手机不顺畅
S15,性能赛道,夜间异常耗电过快，后台没有运行程序，也没用网络不稳定的情况
S15,续航赛道,夜间高耗电，早上起来手机从50%多直接降到6%
S15,内置程序,分屏适配不好
S15,内置程序,我不小心把APP卸载了，怎么现在安装不了呢
S15,续航赛道,45分钟一格电，。。这么牛的吗[face:014:0]
S15,内置程序,可以在开启免打扰的时候，就算是使用手机，也不会弹出消息吗？现在只是在息屏状态不弹消息，想要在使用手机的时候也不弹消息。不然在使用手机的时候开启免打扰就像开静音一样，多此一举？
S15,内置程序,刷卡得打开门禁卡页面才能把门打开，不是刷卡页面大不开门，什么情况
S15,性能赛道,回复时间：未承诺（用户备注不要在12:00--15:00打电话）用户地址：内蒙古内容描述：用户反馈提供耗电排行的截图表示怎么显示说“耗电约0mAh”，表示出现了断崖式耗电，一晚上至少少了10%，客服给其核实按照耗电快排查，其不做远程检测，也不接受省电方法，一直询问为什么在我没有使用手机的情况下，它的电量会急剧下降，我没没问你怎么省电，别拿那套路模板回复我，让其到服务中心检测和寄修手机不接受，还反馈手机会提示加载中，这加载中跑哪了，就是随便打开一个页面就这样，核实到让其重启之后使用，表示重启是万能的，但治标不治本过两天又出现这样的情况，让其抓取log反馈不接受，安抚为其反馈，用户表示不要在12:00--15:00给其打电话。反馈平台：官网app反馈人：文琴琴
S15,性能赛道,你们这手机问题真多，前两天睡前充满的点第二天起床手机死机，让别人看一下里面烧了，几天开始屏幕只要熄灭播放的歌曲自动关闭，还能在垃圾点吗vivo
S15,内置程序,微信下不起微信打不开分身
S15,内置程序,无法卸载里面强制的游戏软件，以及太多垃圾软件无法卸载，这些怎么解决？
S15,内置程序,刚做完一个文件 明明保存了 但看的时候它又不见了 这已经是第二次了 保存了但又消失了
S15,续航赛道,啥也不干，放一晚上都没电了
S15,性能赛道,更新了3.0系统 总体来说还比较丝滑的 但是有时候比如抖音 微信等软件会闪退 打开相机会有点卡 而且难以对焦 还有能不能把拍照自动优化关掉啊 真的很影响相机使用体验感[face:006:0][face:006:0]
S15,性能赛道,一上去就闪退，或者加载一会就闪退，请快点修复。
S15,内置程序,APP版本太旧 《小书亭免费换源》
S15,性能赛道,s15什么时候有自定义刷新率？
S15,内置程序,收验证码时无法自动识别到粘贴板
S15,续航赛道,我想降级了，耗电太快了。
