model,type,review
Y33e,性能赛道,怎么说呢？终于钻石了太难了卡在铂金都快两年半了，终升级了
Y33e,性能赛道,手机发热快
Y33e,内置程序,取消密码开机怎么弄
Y33e,性能赛道,这太卡了
Y33e,性能赛道,更新时间太长了
Y33e,内置程序,没有其他国家的语言翻译
Y33e,性能赛道,我一开始就闪退不开始不退
Y33e,内置程序,垃圾软件，登录不了，搞什么飞机哦
Y33e,性能赛道,太卡了，今天走路了 差评
Y33e,内置程序,为什么不能用动态壁纸
Y33e,内置程序,不想要这个软件太麻烦了不想要啦 
Y33e,内置程序,有人能出个凹凸世界里的格瑞的主题吗？就只有他，或者有人能教我怎么做吗？
Y33e,性能赛道,游戏进不去
Y33e,内置程序,收不到验证码
Y33e,性能赛道,通话时声音卡顿现象，体验差
Y33e,性能赛道,正常使用抖音在切换到微信就会出现卡顿的现象，用的时间稍微长一点就会卡顿，其他手机连接同一个WiFi都是正常的，这个不是网络问题，剩余空间还有26个G，其不方便抓取数据，引导售后检测，其表示没有机器使用，要求公司协助处理。目前在贵州遵义新浦区
Y33e,性能赛道,玩游戏的时候根本点不了，广告老弹出来，按钮都被广告遮住了
Y33e,内置程序,全是老旧的游戏，找不到想要的应用
Y33e,性能赛道,我不知道为什么，你们手机都卡我一玩都不卡，我感觉挺好玩的，那游戏还能捞到小哥哥
Y33e,内置程序,为什么语音只有文字，不能语音
Y33e,性能赛道,为何vivo手机录歌时卡的不行，望解决。
Y33e,性能赛道,玩游戏卡死了
Y33e,内置程序,打不开软件，会闪退，然后告诉我咨询客服
Y33e,性能赛道,陀螺仪延迟，陀螺仪不正常旋转
Y33e,续航赛道,耗电量是不是快了点
Y33e,性能赛道,和平精英更新内存太多了吧
Y33e,内置程序,步数不准确 少了好几千步
Y33e,内置程序,总是把我说的字听错了。
Y33e,性能赛道,还游戏我的是服了卡不说还他妈的闪退很卡了不是我手机问题很无语那么多bub不悠修只知道赚玩家的钱花里胡哨的活动整一堆从来不想想玩家的游戏体验服务器人一多就很卡闪退%F0%9F%98%A1%F0%9F%98%A1%F0%9F%98%A1
Y33e,内置程序,我文件管理的重要文件被我的傻逼弟弟给删了，最近删除那里也被他删了，如何恢复回来？原来，文件管理设置过，备份没在设置里面云服务那里设置备份
Y33e,内置程序,你好：请问播放完了一段视频新闻后，为什么老是播放原来的这条，希望能自动播放下一条新闻
Y33e,内置程序,关屏状态下无法唤醒小v
Y33e,性能赛道,网速太慢。安装太差天天要更新 
Y33e,内置程序,天气信息收不到咋回事
Y33e,性能赛道,由于进入和平精英等游戏时经常有延时卡顿现象
Y33e,性能赛道,我玩这个片片都卡了玩其他的游戏都不卡
Y33e,性能赛道,广告太多了，过三分钟后就有广告
Y33e,性能赛道,有时候打游戏打着打着就直接卡死然后自动黑屏
Y33e,性能赛道,这游戏我玩了好几年了
Y33e,性能赛道,连续更新好久都没有更好
Y33e,内置程序,发送表情包需要确认，不管是否开启一件输入，或者无障碍输出，都需要确认
Y33e,内置程序,清理手机，不小心按到了清理微信数据，能不能恢复？？？？谢谢真的很需要！！我不小心清理的
Y33e,内置程序,上周你扣了我九块钱续费钱而我却不能使用壁纸请你把钱退回给我
Y33e,内置程序,设置锁屏壁纸显示还是原来的图片，同时设定才可以
Y33e,内置程序,"Y33e软件在后台运行程序会被自动关掉,5、6分钟就被关了，手机微信后台无法及时收到消息，微信语音视频来电接收不到，其他软件也是会这样白名单、自启动、高耗电无效。品质单：TSNXCN-2023031500090分析结论：4GB手机低内存导致微信被杀，无法避免。可以在后台将应用锁定，能稍微降低被杀的概率。如果影响工作最好换个大内存手机。用户地址：上海青浦区桥哥：让售后协调优惠购机"
Y33e,性能赛道,玩了一阵后就一直显示加载中
Y33e,内置程序,垃圾手机，时不时转到其他垃圾软件 
Y33e,性能赛道,我觉得非常好玩生存度还可以主要是有点卡
Y33e,性能赛道,我看了一玩都卡都卡卡的，
Y33e,性能赛道,加载半天都不带动的查查哈
Y33e,内置程序,应用还原后帐号消失了登不回来，请帮我
Y33e,内置程序,病毒入侵，大力打击 
Y33e,内置程序,手机收不到验证码，怎么办？
Y33e,内置程序,桌面没有显示 但是进入了软件商店可以打开
Y33e,性能赛道,看到一半又跳过，又黑屏，又很卡
Y33e,内置程序,不会截图录音
Y33e,内置程序,关闭自动更换壁纸怎么关闭
Y33e,性能赛道,期待这款游戏，希望快点公布
Y33e,内置程序,收不到验证码，很多次了一次都没有接收到
Y33e,性能赛道,还是很卡。
Y33e,内置程序,放文件
Y33e,内置程序,打字时为什么没有声音
Y33e,性能赛道,二;尊敬的顾客： 您好，感谢您选择vivo！为了解决您在手机使用过程中的疑问，我将成为您的专属咨询顾问，为您提供专业的问题解答，保证您的使用顺畅！针对常见的问题点：1 配件价格查询2 硬件参数咨询与保养3 软件功能咨询与操作4 售后网点及维修查询5 新产品信息咨询以上问题我都可以帮您解答，只要点击“联系导购”按钮，就能找到我啦！再次感谢您的信任，祝您生活愉快！
Y33e,内置程序,查询手机是否是全新机 查询激活时间 *** 手机 Y33e全网通 幻光蓝 PD2197EA 128G+4G 手机耗电快 系统桌面和软件都耗电 检测没有异常 建议售后 不需要售后的电话地址
Y33e,性能赛道,这游戏确实好玩，但是有点卡
Y33e,内置程序,半天收不到验证码，收货码短信
Y33e,性能赛道,他这个搞了之后断触的不得了整个手机都乱做整个手机都废手机都要废掉希望你能快点倒闭傻逼
Y33e,性能赛道,进游戏就闪退，主页面都加载不出来
Y33e,性能赛道,英雄联盟自身无响应，进不去
Y33e,性能赛道,在游戏游玩中，陀螺仪有严重的延迟，非常影响游戏的体验感
Y33e,性能赛道,轉屏慢沒圖象時有時無聲音斷續或無聲連圖象也沒有
Y33e,性能赛道,更新很慢，要三十分钟以上
Y33e,内置程序,来电没声音怎么设置，在哪里能找到设置
Y33e,续航赛道,耗电快
Y33e,内置程序,那个HD图标设置怎么也找不到
Y33e,内置程序,智能语音太差了，功能没有提升，什么都不会，就一天逼逼赖赖的听，为啥啥不知道像个废物一样，还要来干什么？真搞不懂
Y33e,性能赛道,一登录玩了很久的号秒变新号求解决名字叫玖奈布丁w
Y33e,性能赛道,无法进入游戏，不可以玩 
Y33e,性能赛道,用户来电表示通话中卡，听不清坐席描述，要求立即回电，坐席18:29回电：通话中表示手机耗电快，通过远程检测：196173，无异常，系统耗电，已按知识库Android系统耗电快解释，多次建议售后检测，其不接受，要求抓数据给工程师为其分析，告知远程诊断无异常，工程师分析无法确认到异常原因，建议售后，其不接受，强烈要求在通话中抓取数据。Y33e：PD2197E-A-1.22.***************
Y33e,性能赛道,你们能快点更新吗求你了
Y33e,性能赛道, 玩儿游戏的时候黑屏是服务器不好吗？
Y33e,性能赛道,为啥今天更新后加载到百分之三十就不动了？
Y33e,性能赛道,卡顿
Y33e,性能赛道,郭姐，你好我的手机吧，买了一个多月就咯，去店里弄了一回，现在还总是卡，能不能给我换换？;我也不知道他是哪儿卡，先买那几个都挺好使的;去店里给我关好些东西，不卡了，现在卡一个来月了，就是今天，明天不卡，一会儿又卡
Y33e,性能赛道,强制安装，恶意加载，推销徦货。
Y33e,内置程序,发不出信息，也收不到信息
Y33e,内置程序,无法移除日历组件[face:006:0]
Y33e,内置程序,锁屏没有渐亮功能，介意加
Y33e,内置程序,我女儿拿我手机充了60块钱 我不知道她是怎么知道我的密码的 我知道这个是我的失误 但是我想问一下那个六十块钱能不能退回来 是心疼的
Y33e,内置程序,步数不准，和我一起走的人有两万步，但是我只记了一万
Y33e,性能赛道,恶不恶心？你看一下后羿，你他妈SB吧，老子充了三千到四千了，你呢？SB看见你就烦，我日日夜夜练的露娜，你给弄成什么样？网络卡死我都已经买了网络加速器了，你除了会坑钱还会干什么？
Y33e,性能赛道,六星好评 这个游戏非常公平 你想追的卡都给你卡死了 你只要老八垫底的份 非常公平
Y33e,内置程序,更新软件再打时就显示封面丢失，画还点不进去！ 登录后还换不了头像！！！
Y33e,内置程序,进去全是广告全是广告让我怎么选的全是广告真服了呀 
Y33e,内置程序,我玩原神的时候就开性能模式，除了刚进入的时候有一下卡顿，随后就没有卡顿了，我觉得你的手机比我的还好用，应该是没问题的
Y33e,性能赛道,有时候打游戏非常卡，关机就不卡了
Y33e,续航赛道,电池容量百分之九十九算正常吗？现在手机充满电了用起来挺耗电的。@黄雄伍 ;@黄雄伍 你们今天休息是吗？;好的
Y33e,内置程序,怎么应用商店没有天天动听这款软件？
Y33e,性能赛道,w .netERR_INTERNET_DISCONNECTEDnetERR_INTERNET_DISCONNECTEDERR_INTERNET_DISCONNECTEDdown-input 的网页无法加载，因为：down-input 的网页无法加载，因为：down-input 的网页无法加载，因为：
Y33e,性能赛道,星际宝贝;天书奇谭;你们百度真快[流泪];海绵宝宝和派大星
Y33e,性能赛道,我真服了，我打个5V5一直卡游戏界面都看不到还要扣幸运分天天出那个皮肤，Bug能不能改一下
Y33e,内置程序,说说中病毒，自己发一些影响我的东西
Y33e,性能赛道,玩游戏转动不了屏幕没有开竖屏锁定
Y33e,内置程序,怎么手机设置找不到没有亮灭屏
Y33e,性能赛道,这游戏非常的好玩，不过更新也太慢了，什么时候能更新1.20版本？
Y33e,内置程序,为什么我打游戏的时候，并没有选择悬浮键盘但是他每次都自动开
Y33e,内置程序,微信中的图片或文字如何截图？
Y33e,性能赛道,天天都要更新我手机内存都不够了！还有每次玩正玩的开的时候就卡住了！
Y33e,内置程序,好想要这后面的壁纸
Y33e,续航赛道,我的一度电十分钟视频
Y33e,内置程序,快手会自动安装其它不需要的应用而且还无法反回
Y33e,内置程序,美女3月份不是可以，带身份证免费领取血压仪，还有没有
Y33e,内置程序,怎么把打字的字体换了
Y33e,内置程序,你今天上班吗？下午几点下班？;知道了，明天是几点在班上？今天来不及我就明天去，可以吗？;谢！;手机收不到验证码，已经出现2次了，上次转飞行模式后，再转过来，就好了，这次怎么都不行，连普通短信都收不到，有时候双卡1通信录也不显示;双卡所有短信都收不到;下午4点多你忙吗？我可能在4：30分能到，银行的人帮看了一下，说可能是卡槽有问题，等你看了再说吧;好的;因为上述问题，我俩卡都换过，我去了在说吧;是的，是偶尔出现异常，上次在鼓楼移动营业厅换卡时，那个小姑娘不怎么会弄，换卡后，所有通信录号码都没有了，找了店里其它同事帮忙弄的，我今天还是先到你哪里吧，不行再去维修部;昨天晚上我急着转钱，收不到验证码，今天上午去银行机器上转了，今天下午还是去你那儿看看，卡1通信录不显示已经出现4、5次了，昨天也出现过，我把卡拿出来，擦了擦就好了，验证码收不到出现2次;还是去你那儿重新换卡，然后你帮忙检查一下，该关的关，该开启的开启，我操作不好，只有麻烦你了，再了解一下现在店里的活动情况;好的，你精通业务，始终相信你的技术[呲牙];151***3010张医生，他想买512的手机，你加她微信;我是舞友;就是她;张医生微信名叫：甜甜
Y33e,性能赛道,广告暴力語言暴力，太卡進不去，演員！ 
Y33e,性能赛道,你好，我新买的机子，为什么老是很卡？; 5G网络，我是在哪哪里关？
Y33e,内置程序,我接收不了短信
Y33e,内置程序,問我要看照片了啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
Y33e,内置程序,关闭屏幕上壁纸他太难看了吧关闭壁纸
Y33e,内置程序,为什么设置不了唤醒小V的专属声音啊
Y33e,内置程序,验证码发来收不到
Y33e,内置程序,狗东西听不见人说话草你妈的傻逼
Y33e,性能赛道,这游戏简直是侮辱了吞噬星空这部动漫了，要画面没有画面，要人物我就看见几个认识的，其他的人物是什么啊，凑数的吗？第一感觉就是视觉太差了，机械般的动作画面，恶心了这个动漫了，储存内存怎么也差不多2个G了，做城这样真的只能说技术不到位，肝不肝反正我不知道，一点视觉观都没有，没有一点亮点，人物僵硬，画面不流畅的的游戏，不配我去充值。
Y33e,性能赛道,画质很好一点都不卡顿
Y33e,性能赛道,用户反馈使用的Y33e手机，经常出现手机自动重启，之前带至售后（永州市冷水滩区零陵中路客户服务中心）检测也没有处理到，表示自己昨天也去了（永州市冷水滩区零陵中路客户服务中心，预留号：152***7128）售后，工作人员建议自己等待3.0新系统升级就好了，来电咨询什么时候升级，要求尽快协助处理。之前贴：TS2023033100701
Y33e,内置程序,这个游戏画质真的很好而且精美很美观
Y33e,性能赛道,流量用了，卡顿看视频快手抖音多游戏等等卡顿
Y33e,内置程序,屏幕关闭后唤不醒 怎么办？
Y33e,内置程序,我的手机在黑屏时为什么不能唤醒小V小V
Y33e,内置程序,怎么没有声音 打电话有声音 其他软件没有声音
Y33e,内置程序,怎么在设置中确认
Y33e,内置程序,我转发图片，还没点发给谁，就自动发出去了
Y33e,内置程序,还是是其实是视频是视频k-2
Y33e,内置程序,为什么不可以，这个有什么病毒？
Y33e,内置程序,我试了一下，只有弄了构图和画布才会导出不了无论是相机拍的视频还是录屏，为什么啊
Y33e,性能赛道,太慢了我请你们快点快
Y33e,性能赛道,老是卡出来
Y33e,内置程序,设置软件不支持分屏
Y33e,性能赛道,我真的真的崩溃了，这么久了，一直卡在主页进不去，一直卡，我都卡崩溃了，内存都清了，也没有后台的运动，已经反反复复下载了好几次，不知道是卡bug了还是怎么了，主页一直进不去，百分比真的特别慢，一个1%要等十多分钟，我都被郑抑郁了
Y33e,性能赛道,登录界面加载不进去，显示＂英雄联盟什么自身问题，无法响应＂
Y33e,性能赛道,能不能好好给我更新了！我更新了一早上都没更新好！一直给我卡在这里！重启都没用！这暴脾气！在这里给我浪费流量是吧！
Y33e,内置程序,我搜不到怎么保住相册的照片
Y33e,续航赛道,耗电量好快呀[face:006:0]
Y33e,性能赛道,那个土豆英雄这个游戏没法启动
Y33e,内置程序,手机解锁多少钱;华为呢;好嘛;现在没得空还在卖水果;嗯;卖沃刚;体育广场;是一点点远;嗯
Y33e,发热赛道,就是刚打开游戏，游戏还没开的时候手机就开始发热，然后玩一段时间一开始发热的严重，然后就会卡顿，我不仅打游戏会卡，还有一些应用那些刷视频之类的
Y33e,内置程序,来电表示你们回电话是不是要钱，叫你们回电话你们不回，询问其手机具体问题，其表示要你们回电话我才说，我要节省我的话费，挂机，核实值班长后回电，其表示手机原子通知不显示快递信息，按知识库：快递服务的设置方法排除，其表示还是没有收到，告知可能存在延迟，手机每六小时会查询快递信息请其耐心等待，其不接受，表示手机从买过来从来就没有显示过，要求现在就要显示。
Y33e,内置程序,1`一｛111;家里188***8486提哦图秽土 会胡婷婷固体体检是了他哦好哦了了他好他是他哦了好他他估计你就提提哦你那句具体您涂卡琥珀牛股出来tiltt提就吐玉兔混泥土会哦糊弄兔兔糊涂你路虎就是退运动视频吗 去上学 去儿子物体 他来估计记录亏窘境他估计哦攻击推图踢腿同妻俱乐部已经到了给我打电话说话呀宝贝计划赶不上车子都有了就睡觉睡觉💤
Y33e,性能赛道,玩游戏的时候太卡
Y33e,内置程序,低俗，太低俗了，垃圾应用
Y33e,内置程序,看视频时经常出现穿山甲广告，无法退出。
Y33e,性能赛道,;你这边支持七天无理由退换货吗;哪方面的问题才可以换;这个没用哇
Y33e,性能赛道,看广告它一直卡那一点播放它就让你下载它的游戏 
Y33e,内置程序,录像可以设置120hz为什么照片不可以
Y33e,内置程序,我不知道怎么卸载，呜呜呜
Y33e,内置程序,手机在锁屏下无法唤醒小V小V这个功能，为什么？
Y33e,性能赛道,卡在界面一直转圈
Y33e,内置程序,作业帮在煮面主页键不见了
Y33e,内置程序,信息发不出去什么原因
Y33e,内置程序,问的时候总是给我答不出来要比如就是描写同学的一段话，tmd就直接给我蹦出来一个对同学的一段话，这个还好，至少有些内容是一样的吧，看起来，但是点开内容之后卧槽压根不一样
Y33e,发热赛道,异常消耗电量，手机发烫
Y33e,性能赛道,在进入游戏中，直接卡在加载界面，不管等多久都是卡在那里！！！导致我好几天没法现了。这问题是怎么回事？？？
Y33e,性能赛道,其实刚开始玩我的印象是挺好的，网卡我是能接受的吧，但是嗯卡bug能不能修复啊？一直卡bug掉星没什么好玩的呀，还有就是关卡那些选入官图的，有些真的又乱还穿模，然后后面关卡玩多了，就觉得后面玩着也没什么意思，但是不退钱是怎么回事啊？三四百就算了，我充了1577，我申请1500 ，说我申请多了，客服解释了半天，什么重点都没说，而且五分钟回复一句话，蜗牛都没这么慢吧！本来耐心就没多少，都已经耐着性子，好好问他了，半天蹦出了一个屁是吧，实在不行换个客服员工吧
Y33e,性能赛道,等了十几分钟左右，进不去游戏，希望官方修复一下
Y33e,性能赛道,散热器一直闪灯闪的比较快是怎么回事就是不是呼吸灯了;[裂开]
Y33e,性能赛道,这两天为什么秒退，进都进不去
Y33e,内置程序,骚扰信息无法拦截
Y33e,内置程序,改了个设置微信不见了
Y33e,性能赛道,为什么！加载界面进不去，一直有小人在跑但是不动，等了好久！！！
Y33e,性能赛道,一有官方直播，登录进去就是黑屏，有直播的声音还给我卡退，6了
Y33e,性能赛道,希望快点上线游戏
Y33e,内置程序,为什么老出现一些无用的软件？一小时内出现好几次。想关都关不了跟狗皮膏药一样太他妈讨厌了
Y33e,性能赛道,进度条卡住一直没动过 
Y33e,性能赛道,我一直更新，一直卡在一个页面，重启，重新下载，重进都没用
Y33e,性能赛道,更新一直卡着不动 一直卡在63
Y33e,性能赛道,游戏掉帧严重
Y33e,性能赛道,卡在加载界面进不去
Y33e,性能赛道,更新进度条卡住不动 我该如何解决
Y33e,性能赛道,卡在选英雄完进游戏加载页面，到百分之十几就一直卡着，希望修改，还扣了我20多分的信誉分
Y33e,性能赛道,进度条卡在59一直不动
Y33e,性能赛道,更新太慢了
Y33e,性能赛道,根本就进不去每次都是闪退
Y33e,内置程序,这是什么字体
Y33e,性能赛道,王者新赛季更新进度条卡住怎么回事？更新安装包都找不到怎么做的？
Y33e,性能赛道,怎么安装资源包就一直进不去，卡在登录界面
Y33e,性能赛道,我卡了个bug
Y33e,内置程序,为什么息屏不能唤醒小V
Y33e,性能赛道,更新有问题，更不进去，就非常慢！！
Y33e,内置程序,更新资源包应用程序不正常
Y33e,性能赛道,更新更好久。都不知道怎么玩，我都更了半个小时还在更。
Y33e,性能赛道,就是进去了卡在那里然后就闪退了
Y33e,续航赛道,耗电太快了
Y33e,性能赛道,充钱的太多了，然后就跑不快，然后速度也太
Y33e,性能赛道,为什么我进度条总是卡住呀
Y33e,性能赛道,我更新王者更新了3次，每次更新好之后再登又要重新更，最后一次直接卡在63，已经卡了三个小时了
Y33e,性能赛道,我真的服了，更新慢的要死，玩个毛线，垃圾游戏
Y33e,内置程序,发作品时点进去照片是模糊的
Y33e,内置程序,我刚玩的账号直接就没了
Y33e,内置程序,恶意占用骚扰个人兴趣和时间，多次册除又翻复弹出。
Y33e,性能赛道,更新更不了卡到65不动了等了一个小时！！
Y33e,内置程序,息屏状态下，唤不醒语音
Y33e,性能赛道,太卡了加载太慢了一分钟才加载一个
Y33e,性能赛道,更新完就一直卡在安装资源包 安装时间还一直涨 从30秒涨到1分钟又涨到10分钟 6死了
Y33e,性能赛道,加载不起一直卡在63%
Y33e,性能赛道,更新速度实在太慢了，等两个小时一直卡在10%，等一晚上更新才23%，速改更新加载时间！！！！
Y33e,性能赛道,怎么游戏一直进不去呢？
Y33e,性能赛道,都挺好，就是有点卡，有的时候运气不好的就有点费钱
Y33e,内置程序,换这个手机后信息怎么收不到;不知道。他发的新闻也看不见了。;也没回;哦
Y33e,内置程序,下雨呢;应该是免提通话器烂了;嗯;晚上还有修机师傅在吗;还在保修期吧;那都没有手机用了;没有;修要多久才得回来
Y33e,内置程序,imei码：*** 1、问题现象及复现步骤：设置的微信壁纸看不清除，在相册中很清楚 2、问题出现次数：必现/一天多次/很难复现（低概率难复现无需建单） 3、第三方应用名称：微信 4、第三方应用版本号：8.0.34 5、应用下载途径：应用商店/其它途径（提供下载链接或APK安装包）8、系统版本号：PD219B_A_1.22.2 9、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）10、Log提取码11、服务码(没有就不填写) 12、抓Log时问题出现时间点(精确到分)13、是否有承诺回复（承诺回复需备注回复时间）：
Y33e,内置程序,imei码：***（注：BPM正文不允许将imei码复制过去，记录在咨询检录即可） 1、问题现象及复现步骤：游戏软件闪退。 2、问题出现次数：经常出现 3、第三方应用名称：彩虹物语 4、第三方应用版本号：1.3.9.61 5、应用下载途径：应用商店 7、第三方应用是否属于游戏类：是 1.游戏账号（无需密码）：vivo账号150***7522 2.游戏区服（不分区服可不提供）:勇士一区 3.出现异常时使用的网络：WiFi/数据网络都有，都是移动 8、系统版本号： 9、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）10、Log提取码11、服务码(没有就不填写) 12、抓Log时问题出现时间点(精确到分)13、是否有承诺回复（承诺回复需备注回复时间）：
Y33e,内置程序,电子邮件是什么东西？写都写不对
Y33e,内置程序,未经允许下载应用，而且退不出来
Y33e,内置程序,您好？手机视频移动到sd卡播放不了怎么灰复？
Y33e,内置程序,一日游
Y33e,内置程序,已经下载安装了微信，微信怎么不在桌面上显示？
Y33e,内置程序,我今天玩游戏的时候，不小心点到了个语音图案的东西，然后我想开变声器，就开不了了！
Y33e,性能赛道,更新了一下就进不去游戏了一直卡在那我也是醉了
Y33e,内置程序,为什么ViVO手机没有派派分身应用？
Y33e,内置程序,进不去一直卡在这兼容太差了
Y33e,内置程序,笑死了，这2倍速都至少要玩几天解锁，打个架看着都急
Y33e,内置程序,好玩是好玩但我感觉一个奥特曼有形态总不能上战场只能带一个形态吧！ 如果一个奥特曼有形态上了战场可以切换形态那就更好如果非要收集碎片的话那你可以先让他收集碎片没有解锁的话就不会有提示如果有解锁的话就提示这样子更好
Y33e,内置程序,语音识别严重问题，我发音已经很标准了他都识别错误
Y33e,性能赛道,广告太多了，记得不清楚，广告卡的我进都进不去
Y33e,内置程序, 不想要桌面 因 为不想用我想换主题   
Y33e,内置程序,这个什么垃圾软件 老是跳出来，能不能管管我都投诉好多次了，并没有什么卵用
Y33e,内置程序,骚扰和恶意广告骚扰恶意广告
Y33e,内置程序,进去就闪退软件崩溃了
Y33e,性能赛道,本服优化有点不好，容易卡出游戏，建议优化一下。
Y33e,性能赛道,"两把排位了我都删了，重新弄都不行,气得我手机都咬碎了  办事效率能不能快点儿啊？,我这马上就要上学去了,我这掉两颗星怎么弄？,你这办事效率太慢了吧，我要投诉了啊  "
Y33e,性能赛道,引导太长了，傻逼一样的，自己在想搞什么动都动不了
Y33e,内置程序,彻底删除开发者选项功能
Y33e,内置程序,如何将探索桌面换成经典桌面，否则用不了主题啊[face:006:0]
Y33e,内置程序,我的壁纸怎么换不了了 我一直想换可是我按了换锁屏壁纸的按钮 一直换不了
Y33e,内置程序,我希望键盘有声音😘如果你能把键盘搞的有声音有可能会更好如果你听了我就谢谢你了 
Y33e,内置程序,为什么微信视频弹出来之后卡顿并且有时候接不了
Y33e,内置程序,有没有小道消息什么时候上线啊
Y33e,性能赛道,打开游戏异常他自己 退出
Y33e,性能赛道,哎;今天上班的话上到下星期五得上六天;早上起来我忘记我今天上班，后面脑子清醒了之后想起今天得上班;我九点上班，八点半差不多就得出门;我是星期五搞得嗓子发药了;我是星期五搞得嗓子发炎了;今年工作不大好找;我还想穿短袖的出来;天气变化太大了;现在边上班边摸鱼;就是一天打电话;一天得打三百多个电话;一天打三百多个电话不摸鱼不行啊;打电话打的脑子疼;今天都上班;难;今年所有行业都不大景气;难做;我这边电销就打电话打电话打电话;其他的啥都没;打电话打的;现在不是打电话就是在打电话的路上
Y33e,内置程序,设置生日体验不了皮肤设置生日为什么玩不了皮肤 
Y33e,内置程序,就是可以设置键盘壁纸   
Y33e,性能赛道,我上传不了制作的视频，不知什么视频卡在那。去不掉影响后续上传。 请帮忙处理，谢谢。
Y33e,性能赛道,玩着玩着时间过得好快
Y33e,内置程序,打不了字，只能语音转文字
Y33e,内置程序,怀疑有诱导诈骗骚扰等一些广告
Y33e,续航赛道,小孩同一天充值游戏为什么游戏中心还同意充值，申请退款
Y33e,性能赛道,膜花了过两天才上去换
Y33e,性能赛道,下载太慢了，要十多分钟
Y33e,性能赛道,Y33e手机今天系统升级之后，手机插入2张卡，通话记录没有卡1、卡2的区分；建议还原观察，同步反馈； 手机信号差不如华为的，对方经常听不到，建议重置网络设置观察、售后检测； IMEI：*** 软件版本号：
Y33e,性能赛道,我手机卡死了发vVB的hi就看我
Y33e,性能赛道,我之前在营业厅买的手机然后那个手机有别人的实名，我不认识那个人请问怎么清除？;159***6875;我想去删除那个实名，但是要人脸识别;我还要下载中国移动APP？;等一下 在下载;好;没有;我开始使用这个手机就没有共享过;但是换过手机;我申诉两次是不是就可以把那个账号实名给换掉？;那如果要是我直接注销账号，那是不是还要过几天再重新弄个账号;就是这个账号注销;好吧;这个怎么办？;159***6875;第二次了;可以了吗;***<br>159***6875
Y33e,性能赛道,我建议微氪氪欧布（6元）或雷杰多（18元），但有钱氪18元雷杰多就会送欧布，每天氪一点的话传说英雄选择器（是可以卡双倍的）！！！零氪玩家一开始选万能碎片女王（格鲁吉欧），奥特试炼可以选（迪迦奥特曼）注：里面的卡牌任务可以随便升级（每选一个一级卡牌升一级（一星）即可，商城里的六星直升券当然要给女王，1400钻（每天坚持把广告都看完即可）当然还有经验（2500钻的传说的经验…700个）可以把三个角色都搞到40级哦在培养一段时间去打魔王兽…
Y33e,内置程序,QQ为什么不在手机桌面，只能在应用商店里去搜索
Y33e,性能赛道,手机不错玩游戏不卡！
Y33e,内置程序,锁屏格式不喜欢 就是输入密码的那个锁屏格式 不是锁屏壁纸  
Y33e,性能赛道,恶心了，强制看广告，盗版早 s 早好，尼马你s 马
Y33e,性能赛道,我怎么一晚上老掉线啊？谁知道怎么回事？
Y33e,性能赛道,处理器撑不起
Y33e,性能赛道,卡，网贼卡，希望修下网，别整天想着下班
Y33e,内置程序,不错的卡牌，不浪费时间，零氪，微氪都能玩。可能微氪就算大佬了。玩法还是挺用心的，希望能够继续更新完善这个版本。画面是很魔兽风格，情怀拉满
Y33e,内置程序,250诱导安装软件，关不掉，神经病
Y33e,性能赛道,我一晚上为什么老是掉线？
Y33e,内置程序,为什么游戏魔盒里没有变声器
Y33e,性能赛道,登进去的时候，加载到一半就停下来了
Y33e,内置程序,戴耳机的时候老是弹出语音助手关闭了也一直弹出来
Y33e,性能赛道,一会儿跳一会儿跳我真的服了
Y33e,性能赛道,手机网络一点都不好 还经常卡
Y33e,内置程序,没办法在熄屏的情况下唤醒小v
Y33e,内置程序,自己给自己发送验证码时没有收到
Y33e,内置程序,能不能让小v小v来帮忙玩游戏（自动）
Y33e,性能赛道,打开时，会卡在加载页面
Y33e,性能赛道,触屏不灵敏 老卡顿，很难操作游戏
Y33e,性能赛道,登不进去，它显示加载协议失败
Y33e,内置程序,发送不出信息也接收不了
Y33e,性能赛道,不要再发广告了 内存都快满了 卡死了
Y33e,性能赛道,我今天刚下的游戏，刚更新好，他就卡的给我卡着，直接给我卡掉了，我试了好多次都是这样
Y33e,内置程序,为什么不能做动态壁纸呢？
Y33e,性能赛道,卡顿
Y33e,内置程序,imei码：***（注：BPM正文不允许将imei码复制过去，记录在咨询检录即可） 1、问题现象及复现步骤：会自动改掉短信中心号码 2、问题出现次数：必现/一天多次/很难复现（低概率难复现无需建单） 3、应用或功能名称：短信 4、应用版本号：6.6.2.1 5、系统版本号： 6、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）7、Log提取码8、服务码(没有就不填写) 9、抓Log时问题出现时间点(精确到分)10、是否有承诺回复（承诺回复需备注回复时间）：
Y33e,性能赛道,"一进入游戏就闪退,闪退的时候又得重新开始进入的时候还很卡"
Y33e,内置程序,手机升级是为了塞给你很多你不喜欢的应用，让你掏更多的钱！
Y33e,内置程序,为什么英语键盘打不了字
Y33e,内置程序,找不到原来登录的安全邮箱
Y33e,内置程序,我的锁屏壁纸坏了  已经改不了了  突然间就变成了红色
Y33e,内置程序,喊了十几遍才听得懂吗
